id,CustomerType,Class,satisfaction
5121,Loyal Customer,Business,satisfied
113500,Loyal Customer,Business,satisfied
34221,Loyal Customer,Eco,neutral or dissatisfied
93093,Loyal Customer,Business,satisfied
127198,Loyal Customer,Business,satisfied
50920,Loyal Customer,Eco,neutral or dissatisfied
5317,disloyal Customer,Business,satisfied
35140,Loyal Customer,Eco,satisfied
29604,disloyal Customer,Eco,neutral or dissatisfied
32222,Loyal Customer,Business,satisfied
126036,disloyal Customer,Business,neutral or dissatisfied
49872,Loyal Customer,Eco,satisfied
11384,Loyal Customer,Business,satisfied
122828,Loyal Customer,Business,satisfied
53572,Loyal Customer,Business,satisfied
57340,Loyal Customer,Business,satisfied
79251,Loyal Customer,Business,satisfied
32973,Loyal Customer,Eco,neutral or dissatisfied
26333,Loyal Customer,Business,satisfied
57535,disloyal Customer,Eco,neutral or dissatisfied
35573,Loyal Customer,Eco Plus,satisfied
120972,disloyal Customer,Eco,neutral or dissatisfied
118771,Loyal Customer,Eco,neutral or dissatisfied
67263,Loyal Customer,Eco,neutral or dissatisfied
8287,Loyal Customer,Eco,neutral or dissatisfied
1800,Loyal Customer,Business,satisfied
65091,Loyal Customer,Eco,satisfied
20233,Loyal Customer,Business,satisfied
84963,Loyal Customer,Eco Plus,neutral or dissatisfied
112827,Loyal Customer,Business,satisfied
105860,Loyal Customer,Business,satisfied
33366,Loyal Customer,Eco,satisfied
125613,Loyal Customer,Business,satisfied
51929,Loyal Customer,Business,satisfied
111874,disloyal Customer,Eco,neutral or dissatisfied
117290,Loyal Customer,Business,satisfied
567,Loyal Customer,Business,satisfied
5157,Loyal Customer,Eco,neutral or dissatisfied
44469,Loyal Customer,Business,satisfied
118913,Loyal Customer,Eco,neutral or dissatisfied
34290,Loyal Customer,Business,satisfied
23555,disloyal Customer,Eco,satisfied
57041,Loyal Customer,Eco Plus,satisfied
68412,Loyal Customer,Eco,satisfied
49077,Loyal Customer,Eco,satisfied
28396,Loyal Customer,Eco,satisfied
3933,Loyal Customer,Business,satisfied
82599,disloyal Customer,Eco,neutral or dissatisfied
87245,Loyal Customer,Business,satisfied
11425,Loyal Customer,Business,satisfied
62843,Loyal Customer,Eco Plus,neutral or dissatisfied
80190,Loyal Customer,Eco,neutral or dissatisfied
114589,Loyal Customer,Business,satisfied
66713,disloyal Customer,Eco,neutral or dissatisfied
81132,Loyal Customer,Eco,satisfied
50880,Loyal Customer,Eco,satisfied
25549,Loyal Customer,Eco Plus,satisfied
10163,disloyal Customer,Business,satisfied
1342,Loyal Customer,Business,satisfied
57382,Loyal Customer,Business,satisfied
83300,Loyal Customer,Business,satisfied
108552,Loyal Customer,Business,satisfied
97151,Loyal Customer,Eco,satisfied
8751,Loyal Customer,Business,satisfied
8079,disloyal Customer,Business,neutral or dissatisfied
5649,Loyal Customer,Business,satisfied
101849,Loyal Customer,Business,satisfied
48358,disloyal Customer,Eco,neutral or dissatisfied
13421,Loyal Customer,Business,satisfied
55728,Loyal Customer,Eco,neutral or dissatisfied
91537,disloyal Customer,Eco,neutral or dissatisfied
103538,Loyal Customer,Business,satisfied
95612,Loyal Customer,Business,satisfied
84895,Loyal Customer,Eco,neutral or dissatisfied
3320,Loyal Customer,Business,satisfied
92902,Loyal Customer,Business,satisfied
126087,Loyal Customer,Business,satisfied
24080,disloyal Customer,Eco,neutral or dissatisfied
9617,Loyal Customer,Eco,neutral or dissatisfied
11596,Loyal Customer,Business,satisfied
94218,disloyal Customer,Eco,neutral or dissatisfied
124259,Loyal Customer,Business,satisfied
79853,Loyal Customer,Business,satisfied
78550,Loyal Customer,Eco,neutral or dissatisfied
29094,Loyal Customer,Eco,neutral or dissatisfied
44238,Loyal Customer,Business,satisfied
99765,Loyal Customer,Eco,neutral or dissatisfied
121165,Loyal Customer,Business,satisfied
75899,Loyal Customer,Business,satisfied
31841,Loyal Customer,Eco,satisfied
35622,Loyal Customer,Eco Plus,neutral or dissatisfied
53946,Loyal Customer,Eco,satisfied
112360,Loyal Customer,Business,satisfied
63215,disloyal Customer,Business,neutral or dissatisfied
33199,Loyal Customer,Eco Plus,satisfied
17686,Loyal Customer,Business,satisfied
43760,disloyal Customer,Eco,neutral or dissatisfied
11422,Loyal Customer,Business,satisfied
27011,Loyal Customer,Business,satisfied
118878,Loyal Customer,Eco,neutral or dissatisfied
101400,disloyal Customer,Eco,neutral or dissatisfied
12281,disloyal Customer,Business,satisfied
91375,Loyal Customer,Business,satisfied
18630,Loyal Customer,Eco,neutral or dissatisfied
29782,Loyal Customer,Business,satisfied
16798,Loyal Customer,Eco,satisfied
75723,Loyal Customer,Business,satisfied
33961,Loyal Customer,Business,satisfied
111179,Loyal Customer,Business,satisfied
113359,Loyal Customer,Business,satisfied
7980,Loyal Customer,Business,satisfied
116327,Loyal Customer,Eco,neutral or dissatisfied
61794,Loyal Customer,Eco,neutral or dissatisfied
105463,Loyal Customer,Business,satisfied
112961,Loyal Customer,Eco,neutral or dissatisfied
89812,Loyal Customer,Business,satisfied
23863,Loyal Customer,Eco,neutral or dissatisfied
4476,Loyal Customer,Business,satisfied
25619,Loyal Customer,Eco,satisfied
87799,Loyal Customer,Business,satisfied
79918,Loyal Customer,Business,satisfied
62465,Loyal Customer,Business,satisfied
39962,Loyal Customer,Eco Plus,neutral or dissatisfied
32210,Loyal Customer,Eco,satisfied
113099,Loyal Customer,Eco,neutral or dissatisfied
123345,Loyal Customer,Eco Plus,neutral or dissatisfied
69557,Loyal Customer,Business,satisfied
34458,Loyal Customer,Eco,neutral or dissatisfied
107170,Loyal Customer,Business,satisfied
47727,Loyal Customer,Business,satisfied
50342,Loyal Customer,Business,satisfied
108880,Loyal Customer,Business,satisfied
56916,Loyal Customer,Business,satisfied
6671,Loyal Customer,Business,satisfied
82944,Loyal Customer,Business,satisfied
110872,Loyal Customer,Business,satisfied
42782,Loyal Customer,Eco,satisfied
105623,Loyal Customer,Business,satisfied
74050,Loyal Customer,Eco,neutral or dissatisfied
2528,Loyal Customer,Business,satisfied
88077,disloyal Customer,Business,satisfied
14792,Loyal Customer,Eco,neutral or dissatisfied
125800,Loyal Customer,Business,satisfied
116175,Loyal Customer,Eco,neutral or dissatisfied
312,Loyal Customer,Business,satisfied
37293,Loyal Customer,Business,satisfied
35110,Loyal Customer,Business,satisfied
76699,Loyal Customer,Eco,neutral or dissatisfied
128667,Loyal Customer,Business,satisfied
58854,disloyal Customer,Business,neutral or dissatisfied
8696,Loyal Customer,Business,satisfied
59777,Loyal Customer,Eco,neutral or dissatisfied
55199,Loyal Customer,Eco Plus,neutral or dissatisfied
103520,Loyal Customer,Eco,neutral or dissatisfied
54468,Loyal Customer,Eco,satisfied
118792,Loyal Customer,Eco,neutral or dissatisfied
97895,Loyal Customer,Business,satisfied
50808,Loyal Customer,Eco,neutral or dissatisfied
90637,Loyal Customer,Business,satisfied
5774,Loyal Customer,Business,satisfied
15758,Loyal Customer,Eco,neutral or dissatisfied
6781,disloyal Customer,Business,satisfied
64311,Loyal Customer,Business,satisfied
101752,Loyal Customer,Business,satisfied
108083,Loyal Customer,Business,satisfied
120708,Loyal Customer,Eco,neutral or dissatisfied
126544,Loyal Customer,Business,satisfied
94320,Loyal Customer,Business,satisfied
57399,Loyal Customer,Business,satisfied
120776,Loyal Customer,Eco,neutral or dissatisfied
77625,Loyal Customer,Business,satisfied
54553,Loyal Customer,Eco,neutral or dissatisfied
123738,Loyal Customer,Business,satisfied
64113,Loyal Customer,Business,satisfied
94459,Loyal Customer,Business,satisfied
68518,disloyal Customer,Eco,neutral or dissatisfied
35938,disloyal Customer,Eco Plus,neutral or dissatisfied
109905,Loyal Customer,Business,satisfied
640,Loyal Customer,Business,satisfied
91229,Loyal Customer,Eco,neutral or dissatisfied
69618,disloyal Customer,Business,neutral or dissatisfied
80273,Loyal Customer,Business,satisfied
55904,Loyal Customer,Business,satisfied
107134,Loyal Customer,Business,satisfied
1685,Loyal Customer,Business,satisfied
71211,disloyal Customer,Business,neutral or dissatisfied
35393,disloyal Customer,Business,neutral or dissatisfied
9438,Loyal Customer,Business,satisfied
21723,Loyal Customer,Business,satisfied
41279,Loyal Customer,Business,satisfied
33146,Loyal Customer,Eco,neutral or dissatisfied
18641,Loyal Customer,Eco,neutral or dissatisfied
32339,Loyal Customer,Eco,satisfied
76812,Loyal Customer,Eco,neutral or dissatisfied
49600,Loyal Customer,Eco,satisfied
27263,disloyal Customer,Business,neutral or dissatisfied
112111,Loyal Customer,Business,satisfied
109356,Loyal Customer,Business,satisfied
66161,Loyal Customer,Business,satisfied
59521,Loyal Customer,Business,neutral or dissatisfied
25959,Loyal Customer,Eco,satisfied
112813,disloyal Customer,Business,neutral or dissatisfied
117376,Loyal Customer,Business,satisfied
9388,Loyal Customer,Eco,neutral or dissatisfied
75769,Loyal Customer,Eco,neutral or dissatisfied
48225,Loyal Customer,Eco,satisfied
15875,disloyal Customer,Eco,neutral or dissatisfied
13738,Loyal Customer,Eco,satisfied
79580,disloyal Customer,Eco,neutral or dissatisfied
108369,Loyal Customer,Eco,neutral or dissatisfied
123874,Loyal Customer,Business,satisfied
102858,Loyal Customer,Business,satisfied
44914,Loyal Customer,Business,satisfied
83999,Loyal Customer,Eco,neutral or dissatisfied
94498,Loyal Customer,Business,satisfied
2155,Loyal Customer,Business,satisfied
27984,Loyal Customer,Eco,neutral or dissatisfied
12197,Loyal Customer,Business,satisfied
79886,Loyal Customer,Business,satisfied
80423,disloyal Customer,Business,neutral or dissatisfied
54091,Loyal Customer,Eco,neutral or dissatisfied
68654,Loyal Customer,Business,satisfied
37689,Loyal Customer,Eco,neutral or dissatisfied
37367,Loyal Customer,Business,satisfied
82078,Loyal Customer,Business,satisfied
98986,Loyal Customer,Eco,neutral or dissatisfied
102122,Loyal Customer,Business,satisfied
58964,Loyal Customer,Business,satisfied
66867,Loyal Customer,Business,satisfied
112285,Loyal Customer,Eco,neutral or dissatisfied
114986,Loyal Customer,Business,satisfied
32124,Loyal Customer,Business,satisfied
45671,Loyal Customer,Business,satisfied
75105,Loyal Customer,Business,satisfied
6938,Loyal Customer,Business,satisfied
101282,disloyal Customer,Business,satisfied
109301,Loyal Customer,Business,satisfied
101892,disloyal Customer,Business,satisfied
38484,Loyal Customer,Business,satisfied
8330,Loyal Customer,Business,satisfied
8858,Loyal Customer,Business,satisfied
125602,Loyal Customer,Eco,neutral or dissatisfied
118136,Loyal Customer,Eco,neutral or dissatisfied
20927,Loyal Customer,Business,satisfied
92855,Loyal Customer,Business,satisfied
63289,Loyal Customer,Business,satisfied
64658,disloyal Customer,Business,satisfied
78246,Loyal Customer,Eco Plus,neutral or dissatisfied
73641,Loyal Customer,Business,satisfied
49651,disloyal Customer,Eco,neutral or dissatisfied
74435,Loyal Customer,Business,satisfied
26796,Loyal Customer,Eco,satisfied
43082,Loyal Customer,Eco,neutral or dissatisfied
107306,Loyal Customer,Eco,neutral or dissatisfied
73106,Loyal Customer,Business,satisfied
12196,Loyal Customer,Business,satisfied
70690,Loyal Customer,Eco,neutral or dissatisfied
36164,Loyal Customer,Business,satisfied
45036,Loyal Customer,Eco,neutral or dissatisfied
80588,Loyal Customer,Eco,neutral or dissatisfied
40630,Loyal Customer,Eco,satisfied
3239,Loyal Customer,Business,satisfied
106368,Loyal Customer,Business,satisfied
117325,Loyal Customer,Eco Plus,neutral or dissatisfied
64134,Loyal Customer,Business,satisfied
64224,disloyal Customer,Business,neutral or dissatisfied
127279,Loyal Customer,Eco,neutral or dissatisfied
62922,disloyal Customer,Business,satisfied
98498,disloyal Customer,Business,satisfied
15533,Loyal Customer,Business,satisfied
41462,disloyal Customer,Eco,satisfied
13682,disloyal Customer,Eco,neutral or dissatisfied
4954,Loyal Customer,Business,satisfied
110542,Loyal Customer,Business,satisfied
57870,Loyal Customer,Business,satisfied
109433,Loyal Customer,Business,satisfied
23578,Loyal Customer,Eco,satisfied
59112,Loyal Customer,Eco,neutral or dissatisfied
97387,Loyal Customer,Business,satisfied
22370,disloyal Customer,Eco,neutral or dissatisfied
11869,Loyal Customer,Eco,neutral or dissatisfied
81410,Loyal Customer,Business,satisfied
78065,Loyal Customer,Eco,neutral or dissatisfied
124151,Loyal Customer,Business,satisfied
36631,Loyal Customer,Eco,satisfied
76185,Loyal Customer,Business,satisfied
58966,Loyal Customer,Business,satisfied
81359,Loyal Customer,Eco,neutral or dissatisfied
1039,disloyal Customer,Eco,neutral or dissatisfied
14112,Loyal Customer,Eco Plus,satisfied
14387,Loyal Customer,Eco,satisfied
120876,Loyal Customer,Business,satisfied
49433,Loyal Customer,Eco,satisfied
9602,Loyal Customer,Eco,neutral or dissatisfied
3634,disloyal Customer,Eco,neutral or dissatisfied
10433,Loyal Customer,Business,satisfied
62242,Loyal Customer,Eco,neutral or dissatisfied
79382,Loyal Customer,Business,satisfied
124731,Loyal Customer,Eco,neutral or dissatisfied
49586,Loyal Customer,Eco,satisfied
119305,Loyal Customer,Business,satisfied
77792,Loyal Customer,Eco,neutral or dissatisfied
2499,Loyal Customer,Business,satisfied
117000,Loyal Customer,Business,satisfied
383,Loyal Customer,Business,satisfied
7474,Loyal Customer,Eco,neutral or dissatisfied
125559,Loyal Customer,Eco,satisfied
58397,disloyal Customer,Eco,neutral or dissatisfied
87725,Loyal Customer,Eco Plus,neutral or dissatisfied
75295,Loyal Customer,Eco Plus,neutral or dissatisfied
121050,Loyal Customer,Eco,satisfied
90655,Loyal Customer,Business,satisfied
102134,Loyal Customer,Business,satisfied
39390,Loyal Customer,Business,satisfied
6852,Loyal Customer,Business,satisfied
57101,Loyal Customer,Business,satisfied
4316,Loyal Customer,Business,satisfied
75936,Loyal Customer,Business,satisfied
119262,Loyal Customer,Business,satisfied
72738,Loyal Customer,Eco Plus,neutral or dissatisfied
111905,Loyal Customer,Business,satisfied
96737,Loyal Customer,Eco,neutral or dissatisfied
24739,Loyal Customer,Business,satisfied
104993,Loyal Customer,Eco,neutral or dissatisfied
31644,disloyal Customer,Eco,neutral or dissatisfied
77887,Loyal Customer,Business,satisfied
100117,Loyal Customer,Business,satisfied
99446,Loyal Customer,Business,satisfied
105198,Loyal Customer,Eco Plus,satisfied
22660,disloyal Customer,Eco,satisfied
56590,disloyal Customer,Eco,neutral or dissatisfied
87300,Loyal Customer,Eco,neutral or dissatisfied
61609,Loyal Customer,Business,satisfied
60471,Loyal Customer,Business,satisfied
106359,Loyal Customer,Business,satisfied
91402,Loyal Customer,Eco,neutral or dissatisfied
59986,Loyal Customer,Eco,neutral or dissatisfied
115722,disloyal Customer,Eco,neutral or dissatisfied
95720,Loyal Customer,Business,satisfied
111876,disloyal Customer,Eco,satisfied
58388,disloyal Customer,Eco,neutral or dissatisfied
32520,Loyal Customer,Eco,satisfied
77340,Loyal Customer,Business,satisfied
39176,disloyal Customer,Eco,neutral or dissatisfied
68908,Loyal Customer,Eco,neutral or dissatisfied
81927,Loyal Customer,Business,neutral or dissatisfied
36574,disloyal Customer,Eco,neutral or dissatisfied
13660,Loyal Customer,Business,satisfied
46493,Loyal Customer,Eco,satisfied
126598,Loyal Customer,Business,satisfied
51792,Loyal Customer,Eco,neutral or dissatisfied
98333,Loyal Customer,Business,satisfied
56840,Loyal Customer,Eco Plus,neutral or dissatisfied
26562,Loyal Customer,Business,satisfied
50110,disloyal Customer,Eco,neutral or dissatisfied
123449,Loyal Customer,Business,satisfied
108437,disloyal Customer,Eco,neutral or dissatisfied
126008,disloyal Customer,Business,neutral or dissatisfied
25808,Loyal Customer,Eco Plus,satisfied
50650,Loyal Customer,Eco,neutral or dissatisfied
107887,disloyal Customer,Eco Plus,neutral or dissatisfied
11487,Loyal Customer,Eco Plus,neutral or dissatisfied
79819,Loyal Customer,Business,satisfied
29653,Loyal Customer,Eco,neutral or dissatisfied
58294,Loyal Customer,Eco,neutral or dissatisfied
76865,Loyal Customer,Business,satisfied
67505,disloyal Customer,Business,neutral or dissatisfied
84077,Loyal Customer,Business,satisfied
69891,Loyal Customer,Business,satisfied
105220,Loyal Customer,Business,satisfied
71118,Loyal Customer,Eco,neutral or dissatisfied
96731,disloyal Customer,Eco,neutral or dissatisfied
99924,Loyal Customer,Business,satisfied
91359,Loyal Customer,Eco Plus,neutral or dissatisfied
91742,Loyal Customer,Business,satisfied
77318,Loyal Customer,Business,satisfied
87413,Loyal Customer,Eco,neutral or dissatisfied
10005,Loyal Customer,Eco,neutral or dissatisfied
96307,Loyal Customer,Business,satisfied
51091,Loyal Customer,Eco,neutral or dissatisfied
6963,disloyal Customer,Business,neutral or dissatisfied
1153,Loyal Customer,Eco,neutral or dissatisfied
126322,Loyal Customer,Eco,neutral or dissatisfied
26883,Loyal Customer,Eco,satisfied
38336,Loyal Customer,Business,satisfied
27366,Loyal Customer,Eco,satisfied
129690,Loyal Customer,Business,satisfied
86395,disloyal Customer,Business,satisfied
24297,Loyal Customer,Eco Plus,satisfied
75402,Loyal Customer,Business,satisfied
121269,Loyal Customer,Eco,neutral or dissatisfied
33249,disloyal Customer,Business,neutral or dissatisfied
14744,disloyal Customer,Eco,neutral or dissatisfied
67461,Loyal Customer,Eco,neutral or dissatisfied
97040,disloyal Customer,Business,satisfied
41090,disloyal Customer,Eco,neutral or dissatisfied
97499,Loyal Customer,Eco,neutral or dissatisfied
26662,disloyal Customer,Eco,neutral or dissatisfied
74271,disloyal Customer,Business,satisfied
105373,Loyal Customer,Business,satisfied
18931,Loyal Customer,Eco,neutral or dissatisfied
700,Loyal Customer,Business,satisfied
126555,Loyal Customer,Eco,neutral or dissatisfied
59362,Loyal Customer,Business,satisfied
98983,Loyal Customer,Eco,neutral or dissatisfied
1091,Loyal Customer,Eco,neutral or dissatisfied
68237,Loyal Customer,Business,satisfied
100805,Loyal Customer,Business,satisfied
107596,Loyal Customer,Business,satisfied
121284,Loyal Customer,Eco Plus,neutral or dissatisfied
16120,Loyal Customer,Business,satisfied
9519,Loyal Customer,Business,satisfied
77593,Loyal Customer,Business,satisfied
12109,Loyal Customer,Business,satisfied
96783,Loyal Customer,Business,satisfied
71451,Loyal Customer,Business,satisfied
128373,disloyal Customer,Business,neutral or dissatisfied
102564,Loyal Customer,Business,satisfied
66954,disloyal Customer,Business,neutral or dissatisfied
97812,disloyal Customer,Business,neutral or dissatisfied
42850,disloyal Customer,Eco,neutral or dissatisfied
70796,Loyal Customer,Eco,satisfied
108993,Loyal Customer,Business,satisfied
57478,Loyal Customer,Business,satisfied
78813,Loyal Customer,Eco,neutral or dissatisfied
33828,Loyal Customer,Business,satisfied
62524,Loyal Customer,Business,satisfied
32986,Loyal Customer,Eco,satisfied
81774,Loyal Customer,Business,satisfied
70744,Loyal Customer,Eco,neutral or dissatisfied
123207,Loyal Customer,Eco,neutral or dissatisfied
114300,Loyal Customer,Eco,neutral or dissatisfied
100208,Loyal Customer,Business,satisfied
45587,Loyal Customer,Eco,satisfied
21581,Loyal Customer,Eco Plus,neutral or dissatisfied
19442,Loyal Customer,Business,satisfied
127324,Loyal Customer,Business,satisfied
78731,Loyal Customer,Business,satisfied
112575,Loyal Customer,Business,satisfied
13023,Loyal Customer,Business,satisfied
82288,Loyal Customer,Eco,satisfied
98581,Loyal Customer,Business,satisfied
106824,Loyal Customer,Business,satisfied
78655,Loyal Customer,Eco,neutral or dissatisfied
19514,Loyal Customer,Eco,neutral or dissatisfied
57011,Loyal Customer,Eco,neutral or dissatisfied
98506,Loyal Customer,Business,satisfied
60067,Loyal Customer,Business,satisfied
98889,Loyal Customer,Business,satisfied
102576,disloyal Customer,Business,satisfied
75029,Loyal Customer,Business,satisfied
93115,Loyal Customer,Business,satisfied
14464,Loyal Customer,Eco,neutral or dissatisfied
48270,Loyal Customer,Eco Plus,satisfied
89558,Loyal Customer,Business,satisfied
54985,Loyal Customer,Business,satisfied
98676,Loyal Customer,Eco,neutral or dissatisfied
2563,disloyal Customer,Business,neutral or dissatisfied
61039,Loyal Customer,Business,satisfied
41006,Loyal Customer,Eco,neutral or dissatisfied
101312,Loyal Customer,Business,satisfied
66830,Loyal Customer,Business,satisfied
62900,Loyal Customer,Business,satisfied
12968,Loyal Customer,Eco Plus,neutral or dissatisfied
51794,Loyal Customer,Eco,neutral or dissatisfied
125667,Loyal Customer,Business,satisfied
40838,Loyal Customer,Eco,satisfied
39704,Loyal Customer,Eco,satisfied
109669,Loyal Customer,Business,satisfied
59776,Loyal Customer,Eco,neutral or dissatisfied
33965,Loyal Customer,Business,neutral or dissatisfied
116753,Loyal Customer,Eco Plus,satisfied
29987,Loyal Customer,Eco,satisfied
53156,Loyal Customer,Business,satisfied
43934,Loyal Customer,Eco Plus,satisfied
97810,Loyal Customer,Business,satisfied
9631,Loyal Customer,Business,satisfied
95426,Loyal Customer,Business,satisfied
8407,Loyal Customer,Business,satisfied
92006,Loyal Customer,Business,satisfied
102803,Loyal Customer,Business,satisfied
76819,Loyal Customer,Business,satisfied
64436,Loyal Customer,Business,satisfied
114411,Loyal Customer,Business,satisfied
28190,Loyal Customer,Eco,neutral or dissatisfied
102657,Loyal Customer,Business,satisfied
86113,Loyal Customer,Business,satisfied
48641,Loyal Customer,Business,satisfied
46780,Loyal Customer,Business,satisfied
39903,Loyal Customer,Eco Plus,satisfied
115548,Loyal Customer,Business,satisfied
86484,Loyal Customer,Eco,neutral or dissatisfied
17896,Loyal Customer,Eco Plus,neutral or dissatisfied
415,disloyal Customer,Business,neutral or dissatisfied
889,disloyal Customer,Eco,neutral or dissatisfied
56607,Loyal Customer,Business,neutral or dissatisfied
26210,Loyal Customer,Business,satisfied
79873,Loyal Customer,Business,satisfied
72493,Loyal Customer,Business,satisfied
68251,Loyal Customer,Eco,satisfied
62065,Loyal Customer,Eco,neutral or dissatisfied
40388,Loyal Customer,Business,satisfied
21839,Loyal Customer,Business,satisfied
53933,Loyal Customer,Eco Plus,neutral or dissatisfied
77848,Loyal Customer,Eco Plus,satisfied
77482,disloyal Customer,Business,satisfied
121434,disloyal Customer,Business,neutral or dissatisfied
16958,Loyal Customer,Business,satisfied
83159,Loyal Customer,Business,satisfied
59556,Loyal Customer,Business,satisfied
93569,Loyal Customer,Business,satisfied
89189,Loyal Customer,Eco,satisfied
27516,Loyal Customer,Eco,neutral or dissatisfied
93602,Loyal Customer,Business,satisfied
98586,Loyal Customer,Business,satisfied
39347,Loyal Customer,Business,satisfied
115232,disloyal Customer,Business,satisfied
35956,Loyal Customer,Business,satisfied
75382,Loyal Customer,Business,satisfied
108090,Loyal Customer,Business,satisfied
78781,disloyal Customer,Eco,neutral or dissatisfied
121767,Loyal Customer,Business,satisfied
123002,Loyal Customer,Business,satisfied
48699,Loyal Customer,Business,satisfied
102017,Loyal Customer,Business,satisfied
81943,Loyal Customer,Business,satisfied
27850,Loyal Customer,Eco,neutral or dissatisfied
53426,Loyal Customer,Business,satisfied
90024,Loyal Customer,Business,satisfied
92391,Loyal Customer,Business,satisfied
91531,Loyal Customer,Business,satisfied
124343,disloyal Customer,Eco,neutral or dissatisfied
86617,Loyal Customer,Business,satisfied
45606,disloyal Customer,Eco,satisfied
79611,Loyal Customer,Business,satisfied
55521,Loyal Customer,Eco,neutral or dissatisfied
20309,Loyal Customer,Eco Plus,satisfied
125998,Loyal Customer,Business,neutral or dissatisfied
1823,Loyal Customer,Business,satisfied
122046,disloyal Customer,Eco,satisfied
31446,Loyal Customer,Business,satisfied
81869,Loyal Customer,Business,satisfied
100759,Loyal Customer,Business,neutral or dissatisfied
21365,Loyal Customer,Eco Plus,neutral or dissatisfied
47372,Loyal Customer,Business,satisfied
7587,Loyal Customer,Eco,neutral or dissatisfied
71307,disloyal Customer,Business,satisfied
19075,Loyal Customer,Eco,satisfied
84896,Loyal Customer,Eco,neutral or dissatisfied
106809,Loyal Customer,Business,satisfied
103808,disloyal Customer,Business,satisfied
59051,disloyal Customer,Business,satisfied
71231,Loyal Customer,Business,satisfied
74199,Loyal Customer,Business,satisfied
92944,Loyal Customer,Eco,neutral or dissatisfied
127862,Loyal Customer,Business,satisfied
60920,disloyal Customer,Business,neutral or dissatisfied
12551,Loyal Customer,Eco,neutral or dissatisfied
106245,disloyal Customer,Eco,satisfied
127068,disloyal Customer,Eco,neutral or dissatisfied
47286,Loyal Customer,Business,satisfied
91044,Loyal Customer,Eco,neutral or dissatisfied
36788,disloyal Customer,Eco,neutral or dissatisfied
45136,Loyal Customer,Eco,satisfied
56250,Loyal Customer,Business,satisfied
49856,disloyal Customer,Eco,neutral or dissatisfied
105106,Loyal Customer,Business,satisfied
114618,Loyal Customer,Business,satisfied
114665,Loyal Customer,Business,satisfied
103247,Loyal Customer,Business,satisfied
891,Loyal Customer,Business,satisfied
68166,Loyal Customer,Business,satisfied
56713,Loyal Customer,Eco,satisfied
86572,Loyal Customer,Business,satisfied
104858,Loyal Customer,Business,satisfied
34514,Loyal Customer,Eco,neutral or dissatisfied
62513,Loyal Customer,Business,satisfied
81537,Loyal Customer,Eco,satisfied
12935,Loyal Customer,Eco,neutral or dissatisfied
23642,disloyal Customer,Eco Plus,neutral or dissatisfied
38844,Loyal Customer,Eco Plus,satisfied
6083,Loyal Customer,Business,satisfied
53089,Loyal Customer,Eco,satisfied
47835,disloyal Customer,Eco,neutral or dissatisfied
118982,Loyal Customer,Business,satisfied
19205,Loyal Customer,Eco,satisfied
62133,Loyal Customer,Business,satisfied
106905,Loyal Customer,Business,satisfied
114908,Loyal Customer,Business,satisfied
90828,Loyal Customer,Business,satisfied
114504,disloyal Customer,Eco,neutral or dissatisfied
2607,Loyal Customer,Eco,neutral or dissatisfied
105247,Loyal Customer,Eco Plus,neutral or dissatisfied
31186,Loyal Customer,Business,satisfied
97630,Loyal Customer,Business,satisfied
129497,Loyal Customer,Business,satisfied
88267,Loyal Customer,Business,satisfied
67446,Loyal Customer,Eco,neutral or dissatisfied
90077,Loyal Customer,Business,satisfied
127441,Loyal Customer,Business,satisfied
81267,Loyal Customer,Business,satisfied
88739,Loyal Customer,Eco,neutral or dissatisfied
31415,Loyal Customer,Eco,satisfied
96983,Loyal Customer,Business,satisfied
31520,disloyal Customer,Eco,neutral or dissatisfied
118742,Loyal Customer,Eco,neutral or dissatisfied
124379,Loyal Customer,Eco,satisfied
108391,Loyal Customer,Eco,neutral or dissatisfied
49116,disloyal Customer,Eco,neutral or dissatisfied
3533,Loyal Customer,Eco,neutral or dissatisfied
101051,Loyal Customer,Business,satisfied
122938,Loyal Customer,Business,satisfied
60350,Loyal Customer,Eco,neutral or dissatisfied
7506,Loyal Customer,Business,satisfied
104789,Loyal Customer,Business,satisfied
7812,Loyal Customer,Business,satisfied
96651,Loyal Customer,Eco,neutral or dissatisfied
83601,Loyal Customer,Business,satisfied
97763,Loyal Customer,Business,satisfied
122752,Loyal Customer,Eco,neutral or dissatisfied
106279,Loyal Customer,Business,satisfied
105945,disloyal Customer,Eco,neutral or dissatisfied
73445,Loyal Customer,Eco,neutral or dissatisfied
83107,Loyal Customer,Eco,neutral or dissatisfied
100853,Loyal Customer,Eco,neutral or dissatisfied
19303,Loyal Customer,Eco,neutral or dissatisfied
6910,Loyal Customer,Eco,neutral or dissatisfied
41604,Loyal Customer,Eco,neutral or dissatisfied
86650,Loyal Customer,Eco,satisfied
59246,Loyal Customer,Business,satisfied
26345,Loyal Customer,Eco Plus,satisfied
75462,Loyal Customer,Eco,neutral or dissatisfied
92822,disloyal Customer,Eco,neutral or dissatisfied
129071,Loyal Customer,Business,satisfied
90812,Loyal Customer,Business,satisfied
98273,Loyal Customer,Business,neutral or dissatisfied
55272,Loyal Customer,Business,satisfied
82793,Loyal Customer,Business,satisfied
101121,Loyal Customer,Business,satisfied
88724,Loyal Customer,Eco,neutral or dissatisfied
48816,Loyal Customer,Business,neutral or dissatisfied
119367,Loyal Customer,Business,satisfied
