id,Gender,Age,CustomerType
79885,Male,56,Loyal Customer
7092,Female,56,Loyal Customer
84190,Male,56,Loyal Customer
127198,Male,56,Loyal Customer
87654,Female,56,Loyal Customer
81729,Female,56,Loyal Customer
9801,Female,56,Loyal Customer
91375,Female,56,Loyal Customer
33961,Male,56,Loyal Customer
953,Male,56,Loyal Customer
12311,Female,56,Loyal Customer
82944,Male,56,Loyal Customer
87660,Female,56,Loyal Customer
78727,Female,56,Loyal Customer
15572,Male,56,Loyal Customer
109753,Male,56,Loyal Customer
68654,Female,56,Loyal Customer
123978,Female,56,Loyal Customer
38484,Female,56,Loyal Customer
41998,Male,56,Loyal Customer
97387,Female,56,Loyal Customer
96508,Male,56,Loyal Customer
5793,Female,56,Loyal Customer
75921,Male,56,Loyal Customer
125667,Female,56,Loyal Customer
54245,Female,56,Loyal Customer
103950,Female,56,Loyal Customer
114908,Female,56,Loyal Customer
32724,Male,56,Loyal Customer
31999,Male,56,Loyal Customer
110829,Male,56,Loyal Customer
85217,Female,56,Loyal Customer
2042,Male,56,Loyal Customer
598,Male,56,Loyal Customer
67717,Male,56,Loyal Customer
64282,Female,56,Loyal Customer
10914,Male,56,Loyal Customer
97862,Female,56,Loyal Customer
46471,Female,56,Loyal Customer
58269,Female,56,Loyal Customer
34097,Male,56,Loyal Customer
120350,Male,56,Loyal Customer
89540,Male,56,Loyal Customer
29009,Female,56,Loyal Customer
6619,Male,56,Loyal Customer
79773,Male,56,Loyal Customer
106269,Female,56,Loyal Customer
109648,Male,56,Loyal Customer
2038,Female,56,Loyal Customer
89849,Female,56,Loyal Customer
31642,Female,56,Loyal Customer
96858,Male,56,Loyal Customer
121359,Female,56,Loyal Customer
63514,Male,56,Loyal Customer
115759,Male,56,Loyal Customer
120077,Male,56,Loyal Customer
2699,Male,56,Loyal Customer
129120,Male,56,Loyal Customer
37593,Male,56,Loyal Customer
104710,Female,56,Loyal Customer
600,Female,56,Loyal Customer
78619,Male,56,Loyal Customer
40968,Female,56,Loyal Customer
22792,Female,56,Loyal Customer
121557,Female,56,Loyal Customer
37958,Female,56,Loyal Customer
100199,Male,56,Loyal Customer
22736,Male,56,Loyal Customer
56316,Male,56,Loyal Customer
3588,Female,56,Loyal Customer
61903,Male,56,Loyal Customer
93056,Female,56,Loyal Customer
103914,Female,56,Loyal Customer
106025,Female,56,Loyal Customer
60366,Female,56,Loyal Customer
49915,Female,56,Loyal Customer
82942,Male,56,Loyal Customer
32696,Male,56,Loyal Customer
28979,Female,56,Loyal Customer
27734,Female,56,Loyal Customer
63225,Female,56,Loyal Customer
78005,Female,56,Loyal Customer
92167,Male,56,Loyal Customer
65220,Female,56,Loyal Customer
18301,Female,56,Loyal Customer
100250,Female,56,Loyal Customer
69524,Male,56,Loyal Customer
70095,Female,56,Loyal Customer
120104,Female,56,Loyal Customer
71583,Female,56,Loyal Customer
55991,Male,56,Loyal Customer
70935,Female,56,Loyal Customer
123786,Male,56,Loyal Customer
56122,Female,56,Loyal Customer
99272,Female,56,Loyal Customer
87616,Female,56,Loyal Customer
73622,Male,56,Loyal Customer
74858,Female,56,Loyal Customer
129284,Female,56,Loyal Customer
54963,Male,56,Loyal Customer
5263,Female,56,Loyal Customer
45287,Male,56,Loyal Customer
103289,Female,56,Loyal Customer
93798,Female,56,Loyal Customer
39103,Female,56,Loyal Customer
43747,Female,56,Loyal Customer
32009,Male,56,Loyal Customer
122900,Male,56,Loyal Customer
22094,Male,56,Loyal Customer
36399,Female,56,Loyal Customer
58994,Male,56,Loyal Customer
119683,Male,56,Loyal Customer
71198,Male,56,Loyal Customer
78848,Male,56,Loyal Customer
108706,Male,56,Loyal Customer
128713,Female,56,Loyal Customer
87252,Male,56,Loyal Customer
71793,Male,56,Loyal Customer
80908,Female,56,Loyal Customer
113284,Male,56,Loyal Customer
81153,Male,56,Loyal Customer
62476,Female,56,Loyal Customer
84080,Female,56,Loyal Customer
55745,Male,56,Loyal Customer
129623,Female,56,Loyal Customer
51550,Female,56,Loyal Customer
75832,Male,56,Loyal Customer
108332,Male,56,Loyal Customer
79333,Male,56,Loyal Customer
64663,Female,56,Loyal Customer
42205,Female,56,Loyal Customer
106113,Male,56,Loyal Customer
91877,Male,56,Loyal Customer
82934,Female,56,Loyal Customer
114577,Male,56,Loyal Customer
68071,Female,56,Loyal Customer
42868,Female,56,Loyal Customer
50117,Male,56,Loyal Customer
129607,Female,56,Loyal Customer
108523,Female,56,Loyal Customer
3383,Female,56,Loyal Customer
16702,Male,56,Loyal Customer
94545,Male,56,Loyal Customer
68643,Female,56,disloyal Customer
59356,Male,56,Loyal Customer
2245,Male,56,Loyal Customer
86699,Male,56,Loyal Customer
68216,Female,56,Loyal Customer
116604,Female,56,Loyal Customer
80571,Male,56,Loyal Customer
64735,Female,56,Loyal Customer
65825,Male,56,Loyal Customer
30803,Male,56,Loyal Customer
118086,Male,56,Loyal Customer
69980,Male,56,Loyal Customer
128652,Female,56,Loyal Customer
45573,Male,56,Loyal Customer
860,Female,56,Loyal Customer
87607,Female,56,Loyal Customer
8625,Female,56,Loyal Customer
62539,Female,56,Loyal Customer
37361,Female,56,Loyal Customer
108413,Male,56,Loyal Customer
23533,Male,56,Loyal Customer
123014,Female,56,Loyal Customer
75947,Female,56,Loyal Customer
104074,Male,56,Loyal Customer
78961,Female,56,Loyal Customer
120093,Female,56,Loyal Customer
92585,Female,56,Loyal Customer
10179,Female,56,Loyal Customer
471,Female,56,Loyal Customer
85559,Female,56,disloyal Customer
91288,Male,56,Loyal Customer
75144,Male,56,Loyal Customer
87744,Female,56,Loyal Customer
44534,Female,56,Loyal Customer
109790,Female,56,Loyal Customer
117432,Male,56,Loyal Customer
69201,Female,56,Loyal Customer
114448,Male,56,Loyal Customer
112896,Female,56,Loyal Customer
77893,Female,56,Loyal Customer
57979,Female,56,Loyal Customer
94859,Male,56,Loyal Customer
126960,Female,56,Loyal Customer
43876,Female,56,Loyal Customer
69322,Female,56,Loyal Customer
114584,Female,56,Loyal Customer
13989,Female,56,Loyal Customer
26116,Male,56,Loyal Customer
66678,Female,56,Loyal Customer
44930,Female,56,Loyal Customer
80159,Female,56,Loyal Customer
59297,Male,56,Loyal Customer
57,Female,56,Loyal Customer
40658,Male,56,Loyal Customer
129047,Male,56,Loyal Customer
1459,Male,56,Loyal Customer
118008,Female,56,Loyal Customer
73592,Male,56,Loyal Customer
93778,Male,56,Loyal Customer
107166,Female,56,Loyal Customer
108974,Male,56,Loyal Customer
105137,Female,56,Loyal Customer
18529,Male,56,Loyal Customer
93334,Male,56,Loyal Customer
9763,Female,56,Loyal Customer
2974,Female,56,Loyal Customer
1578,Female,56,Loyal Customer
39206,Female,56,Loyal Customer
3162,Male,56,Loyal Customer
109985,Male,56,Loyal Customer
9140,Female,56,Loyal Customer
11018,Female,56,Loyal Customer
64810,Male,56,Loyal Customer
65235,Male,56,Loyal Customer
62689,Male,56,Loyal Customer
63194,Female,56,Loyal Customer
66485,Male,56,Loyal Customer
94354,Male,56,Loyal Customer
2544,Female,56,Loyal Customer
128140,Female,56,disloyal Customer
88870,Male,56,Loyal Customer
113575,Male,56,Loyal Customer
102815,Male,56,Loyal Customer
37963,Male,56,Loyal Customer
127683,Male,56,Loyal Customer
41203,Male,56,Loyal Customer
71715,Female,56,Loyal Customer
111829,Female,56,Loyal Customer
43333,Male,56,Loyal Customer
5135,Male,56,Loyal Customer
16048,Female,56,Loyal Customer
114421,Male,56,Loyal Customer
85749,Male,56,Loyal Customer
66226,Male,56,Loyal Customer
113271,Female,56,Loyal Customer
39260,Female,56,Loyal Customer
113530,Female,56,Loyal Customer
3350,Female,56,Loyal Customer
96443,Male,56,Loyal Customer
590,Female,56,Loyal Customer
86689,Female,56,Loyal Customer
110677,Male,56,Loyal Customer
60791,Female,56,Loyal Customer
69628,Female,56,Loyal Customer
7456,Male,56,Loyal Customer
88879,Female,56,Loyal Customer
88100,Female,56,Loyal Customer
38659,Male,56,Loyal Customer
85679,Male,56,Loyal Customer
4075,Male,56,Loyal Customer
129377,Male,56,Loyal Customer
49035,Male,56,Loyal Customer
45298,Male,56,Loyal Customer
114492,Male,56,Loyal Customer
4423,Male,56,Loyal Customer
4462,Female,56,Loyal Customer
3614,Female,56,Loyal Customer
121661,Male,56,Loyal Customer
120649,Female,56,Loyal Customer
39862,Male,56,Loyal Customer
82160,Female,56,Loyal Customer
74402,Female,56,Loyal Customer
335,Female,56,Loyal Customer
97157,Female,56,Loyal Customer
118629,Male,56,Loyal Customer
61367,Male,56,Loyal Customer
124701,Male,56,Loyal Customer
38298,Male,56,Loyal Customer
88149,Male,56,Loyal Customer
67569,Male,56,Loyal Customer
44294,Male,56,Loyal Customer
51950,Male,56,Loyal Customer
73296,Male,56,Loyal Customer
23512,Male,56,Loyal Customer
77323,Male,56,Loyal Customer
97951,Female,56,Loyal Customer
4773,Female,56,Loyal Customer
124482,Male,56,Loyal Customer
101504,Male,56,Loyal Customer
35258,Male,56,Loyal Customer
91926,Female,56,Loyal Customer
77058,Male,56,Loyal Customer
75627,Male,56,Loyal Customer
98080,Female,56,Loyal Customer
92627,Male,56,Loyal Customer
85148,Female,56,Loyal Customer
21269,Female,56,Loyal Customer
119498,Female,56,Loyal Customer
10778,Female,56,Loyal Customer
54910,Male,56,Loyal Customer
75897,Male,56,Loyal Customer
44661,Male,56,Loyal Customer
33320,Male,56,Loyal Customer
57687,Female,56,Loyal Customer
84582,Female,56,Loyal Customer
114162,Male,56,Loyal Customer
125276,Female,56,Loyal Customer
75807,Male,56,Loyal Customer
15376,Male,56,Loyal Customer
21395,Female,56,Loyal Customer
74389,Male,56,Loyal Customer
55180,Male,56,Loyal Customer
113195,Male,56,Loyal Customer
115315,Female,56,Loyal Customer
64982,Male,56,Loyal Customer
35070,Female,56,Loyal Customer
513,Male,56,Loyal Customer
6558,Male,56,Loyal Customer
70789,Female,56,Loyal Customer
94157,Male,56,Loyal Customer
117275,Female,56,Loyal Customer
102008,Male,56,disloyal Customer
65803,Male,56,Loyal Customer
71354,Female,56,Loyal Customer
70305,Female,56,Loyal Customer
124910,Female,56,Loyal Customer
56424,Male,56,Loyal Customer
29473,Female,56,Loyal Customer
16708,Male,56,Loyal Customer
124768,Male,56,Loyal Customer
69392,Female,56,Loyal Customer
52581,Female,56,Loyal Customer
15393,Female,56,Loyal Customer
117001,Female,56,Loyal Customer
11530,Female,56,Loyal Customer
57598,Female,56,Loyal Customer
5033,Female,56,Loyal Customer
12235,Female,56,Loyal Customer
39349,Female,56,Loyal Customer
4227,Female,56,Loyal Customer
69981,Male,56,Loyal Customer
2000,Female,56,Loyal Customer
81785,Male,56,Loyal Customer
66705,Female,56,Loyal Customer
2388,Female,56,Loyal Customer
30710,Male,56,Loyal Customer
99734,Male,56,Loyal Customer
98806,Female,56,Loyal Customer
83218,Female,56,Loyal Customer
32295,Male,56,Loyal Customer
9430,Female,56,Loyal Customer
109350,Female,56,Loyal Customer
63241,Female,56,Loyal Customer
22303,Female,56,Loyal Customer
79247,Male,56,Loyal Customer
94415,Male,56,Loyal Customer
129693,Male,56,Loyal Customer
2029,Female,56,Loyal Customer
39250,Male,56,Loyal Customer
1445,Male,56,Loyal Customer
28916,Male,56,Loyal Customer
11413,Male,56,Loyal Customer
116569,Male,56,Loyal Customer
66206,Male,56,Loyal Customer
74375,Female,56,Loyal Customer
18431,Male,56,Loyal Customer
2541,Female,56,Loyal Customer
6701,Male,56,Loyal Customer
68050,Female,56,Loyal Customer
38590,Female,56,Loyal Customer
114751,Female,56,Loyal Customer
76818,Female,56,Loyal Customer
114977,Female,56,Loyal Customer
80683,Female,56,Loyal Customer
61371,Male,56,Loyal Customer
3371,Male,56,Loyal Customer
64660,Female,56,Loyal Customer
47400,Male,56,Loyal Customer
74468,Female,56,Loyal Customer
41122,Male,56,Loyal Customer
4907,Male,56,Loyal Customer
66440,Male,56,Loyal Customer
83004,Male,56,Loyal Customer
103790,Female,56,Loyal Customer
64747,Male,56,Loyal Customer
99981,Female,56,Loyal Customer
28961,Male,56,Loyal Customer
69796,Male,56,Loyal Customer
26077,Male,56,Loyal Customer
32266,Male,56,Loyal Customer
38990,Female,56,Loyal Customer
121065,Female,56,Loyal Customer
5338,Female,56,Loyal Customer
10066,Female,56,Loyal Customer
107532,Female,56,Loyal Customer
26129,Male,56,Loyal Customer
10954,Male,56,Loyal Customer
122183,Female,56,Loyal Customer
70028,Male,56,Loyal Customer
41282,Male,56,Loyal Customer
85114,Male,56,Loyal Customer
125353,Male,56,Loyal Customer
84793,Female,56,Loyal Customer
112824,Female,56,Loyal Customer
101851,Male,56,Loyal Customer
115158,Female,56,Loyal Customer
119090,Female,56,Loyal Customer
96481,Female,56,Loyal Customer
84735,Male,56,Loyal Customer
109409,Female,56,Loyal Customer
64822,Female,56,Loyal Customer
64459,Female,56,Loyal Customer
105335,Female,56,Loyal Customer
73376,Male,56,Loyal Customer
108091,Male,56,Loyal Customer
46623,Male,56,Loyal Customer
94841,Female,56,Loyal Customer
69904,Female,56,Loyal Customer
10528,Male,56,Loyal Customer
73601,Male,56,disloyal Customer
62033,Female,56,Loyal Customer
112578,Female,56,Loyal Customer
10650,Male,56,Loyal Customer
21059,Female,56,Loyal Customer
80548,Male,56,Loyal Customer
100631,Female,56,Loyal Customer
35835,Male,56,Loyal Customer
88942,Female,56,Loyal Customer
5165,Female,56,Loyal Customer
52710,Male,56,Loyal Customer
90121,Female,56,Loyal Customer
10396,Male,56,Loyal Customer
591,Female,56,Loyal Customer
124456,Female,56,Loyal Customer
67808,Female,56,Loyal Customer
11436,Male,56,Loyal Customer
110007,Male,56,Loyal Customer
94061,Female,56,Loyal Customer
97745,Male,56,Loyal Customer
74444,Female,56,Loyal Customer
83647,Male,56,Loyal Customer
17301,Male,56,Loyal Customer
114114,Male,56,Loyal Customer
99551,Male,56,Loyal Customer
86014,Female,56,Loyal Customer
126065,Male,56,Loyal Customer
1710,Female,56,Loyal Customer
86367,Female,56,Loyal Customer
17875,Male,56,Loyal Customer
3684,Male,56,Loyal Customer
89262,Female,56,Loyal Customer
90452,Female,56,Loyal Customer
9202,Male,56,Loyal Customer
75524,Male,56,Loyal Customer
105896,Female,56,Loyal Customer
119599,Male,56,Loyal Customer
104817,Male,56,Loyal Customer
106720,Male,56,Loyal Customer
8173,Female,56,Loyal Customer
86957,Female,56,Loyal Customer
93003,Female,56,Loyal Customer
33431,Male,56,Loyal Customer
7363,Female,56,Loyal Customer
54869,Female,56,Loyal Customer
126091,Female,56,Loyal Customer
84797,Female,56,Loyal Customer
73337,Male,56,Loyal Customer
128820,Male,56,Loyal Customer
77984,Female,56,Loyal Customer
87662,Female,56,Loyal Customer
115639,Female,56,Loyal Customer
110993,Male,56,Loyal Customer
33401,Female,56,Loyal Customer
18792,Male,56,Loyal Customer
94152,Female,56,Loyal Customer
114388,Male,56,Loyal Customer
40557,Female,56,Loyal Customer
102266,Male,56,Loyal Customer
25098,Female,56,Loyal Customer
62517,Male,56,Loyal Customer
118473,Male,56,Loyal Customer
123640,Male,56,Loyal Customer
48066,Male,56,Loyal Customer
97850,Female,56,Loyal Customer
2954,Male,56,Loyal Customer
83359,Female,56,Loyal Customer
56010,Female,56,Loyal Customer
117911,Female,56,Loyal Customer
67658,Male,56,Loyal Customer
83389,Male,56,Loyal Customer
4407,Male,56,Loyal Customer
37549,Male,56,Loyal Customer
180,Male,56,Loyal Customer
125079,Male,56,Loyal Customer
62109,Female,56,Loyal Customer
7329,Male,56,Loyal Customer
128664,Female,56,Loyal Customer
89806,Female,56,Loyal Customer
102079,Male,56,Loyal Customer
102217,Male,56,Loyal Customer
81408,Male,56,Loyal Customer
2013,Female,56,Loyal Customer
88796,Male,56,Loyal Customer
94417,Male,56,Loyal Customer
9214,Female,56,Loyal Customer
63825,Female,56,Loyal Customer
117402,Female,56,Loyal Customer
71204,Female,56,Loyal Customer
121835,Male,56,Loyal Customer
94450,Female,56,Loyal Customer
71732,Male,56,Loyal Customer
64804,Female,56,Loyal Customer
102140,Male,56,Loyal Customer
98497,Female,56,Loyal Customer
120404,Male,56,Loyal Customer
15869,Male,56,Loyal Customer
18434,Male,56,Loyal Customer
65778,Male,56,Loyal Customer
103200,Male,56,Loyal Customer
88791,Male,56,Loyal Customer
87998,Male,56,Loyal Customer
21626,Male,56,Loyal Customer
55596,Male,56,Loyal Customer
111176,Female,56,Loyal Customer
24742,Female,56,Loyal Customer
62714,Female,56,Loyal Customer
68480,Female,56,Loyal Customer
76921,Male,56,Loyal Customer
86140,Male,56,Loyal Customer
64271,Female,56,Loyal Customer
41548,Male,56,Loyal Customer
79883,Female,56,Loyal Customer
6361,Female,56,Loyal Customer
117790,Female,56,Loyal Customer
108786,Female,56,Loyal Customer
19349,Female,56,Loyal Customer
90816,Male,56,Loyal Customer
57523,Male,56,Loyal Customer
5680,Male,56,disloyal Customer
92402,Female,56,Loyal Customer
127918,Female,56,Loyal Customer
59718,Male,56,Loyal Customer
29761,Female,56,Loyal Customer
87642,Male,56,Loyal Customer
55008,Female,56,Loyal Customer
56240,Female,56,Loyal Customer
31961,Female,56,Loyal Customer
72925,Female,56,Loyal Customer
8738,Female,56,Loyal Customer
90838,Female,56,Loyal Customer
60744,Male,56,disloyal Customer
98915,Female,56,Loyal Customer
38408,Male,56,Loyal Customer
99293,Female,56,Loyal Customer
78747,Female,56,Loyal Customer
82800,Male,56,Loyal Customer
10747,Female,56,Loyal Customer
21046,Female,56,Loyal Customer
94622,Female,56,Loyal Customer
100003,Female,56,Loyal Customer
98902,Male,56,Loyal Customer
105121,Male,56,Loyal Customer
104034,Male,56,Loyal Customer
119700,Male,56,Loyal Customer
98711,Male,56,Loyal Customer
41985,Female,56,Loyal Customer
110868,Female,56,Loyal Customer
98897,Male,56,Loyal Customer
125228,Female,56,Loyal Customer
79811,Male,56,Loyal Customer
115001,Male,56,Loyal Customer
4838,Female,56,Loyal Customer
72228,Female,56,Loyal Customer
82396,Female,56,Loyal Customer
107701,Female,56,Loyal Customer
77647,Male,56,Loyal Customer
106479,Female,56,Loyal Customer
71127,Female,56,Loyal Customer
85723,Male,56,Loyal Customer
11453,Male,56,Loyal Customer
82220,Female,56,Loyal Customer
72898,Female,56,Loyal Customer
121211,Male,56,Loyal Customer
42119,Female,56,Loyal Customer
66433,Female,56,Loyal Customer
58641,Male,56,Loyal Customer
120375,Female,56,Loyal Customer
73070,Male,56,Loyal Customer
3640,Male,56,Loyal Customer
55693,Male,56,Loyal Customer
115088,Male,56,Loyal Customer
108322,Male,56,Loyal Customer
12660,Male,56,Loyal Customer
68135,Male,56,Loyal Customer
129596,Female,56,Loyal Customer
11714,Male,56,Loyal Customer
121648,Female,56,Loyal Customer
86132,Male,56,Loyal Customer
22304,Female,56,Loyal Customer
14014,Female,56,Loyal Customer
26118,Male,56,Loyal Customer
115567,Female,56,Loyal Customer
95967,Female,56,Loyal Customer
611,Male,56,Loyal Customer
107534,Female,56,Loyal Customer
127376,Male,56,Loyal Customer
120890,Male,56,Loyal Customer
118519,Female,56,Loyal Customer
94278,Male,56,Loyal Customer
44849,Female,56,Loyal Customer
59712,Female,56,Loyal Customer
105095,Female,56,Loyal Customer
63600,Female,56,Loyal Customer
10383,Female,56,disloyal Customer
89660,Male,56,Loyal Customer
87876,Female,56,Loyal Customer
73313,Male,56,Loyal Customer
114557,Male,56,Loyal Customer
54077,Male,56,Loyal Customer
17139,Male,56,Loyal Customer
579,Male,56,Loyal Customer
119834,Female,56,Loyal Customer
114797,Male,56,Loyal Customer
64830,Female,56,Loyal Customer
57838,Male,56,Loyal Customer
4639,Female,56,Loyal Customer
110745,Female,56,Loyal Customer
93857,Male,56,Loyal Customer
106013,Female,56,Loyal Customer
107712,Male,56,Loyal Customer
105030,Female,56,Loyal Customer
118889,Female,56,Loyal Customer
93419,Male,56,Loyal Customer
77994,Female,56,Loyal Customer
19980,Male,56,Loyal Customer
54582,Female,56,Loyal Customer
123850,Female,56,Loyal Customer
1366,Male,56,Loyal Customer
114182,Female,56,Loyal Customer
73322,Male,56,Loyal Customer
42589,Female,56,Loyal Customer
18849,Female,56,Loyal Customer
103385,Female,56,Loyal Customer
33749,Male,56,Loyal Customer
736,Male,56,disloyal Customer
73910,Female,56,Loyal Customer
1906,Female,56,Loyal Customer
63342,Male,56,Loyal Customer
125790,Female,56,Loyal Customer
2825,Male,56,Loyal Customer
52255,Female,56,Loyal Customer
63485,Female,56,Loyal Customer
128077,Female,56,Loyal Customer
106046,Female,56,Loyal Customer
7734,Female,56,Loyal Customer
128309,Female,56,Loyal Customer
85762,Female,56,Loyal Customer
12869,Male,56,Loyal Customer
381,Female,56,Loyal Customer
52128,Male,56,Loyal Customer
22079,Male,56,Loyal Customer
106065,Female,56,Loyal Customer
84765,Female,56,Loyal Customer
79831,Female,56,Loyal Customer
92339,Male,56,Loyal Customer
75944,Male,56,Loyal Customer
67384,Female,56,Loyal Customer
16358,Male,56,Loyal Customer
55508,Female,56,Loyal Customer
99458,Female,56,Loyal Customer
89560,Male,56,Loyal Customer
84132,Female,56,Loyal Customer
125663,Male,56,Loyal Customer
44211,Female,56,Loyal Customer
129268,Male,56,Loyal Customer
49717,Female,56,Loyal Customer
111198,Male,56,Loyal Customer
115484,Female,56,Loyal Customer
2786,Male,56,Loyal Customer
76772,Male,56,Loyal Customer
102338,Female,56,Loyal Customer
117888,Female,56,Loyal Customer
91628,Male,56,Loyal Customer
117543,Female,56,Loyal Customer
85925,Female,56,Loyal Customer
116944,Male,56,Loyal Customer
112040,Female,56,Loyal Customer
8544,Male,56,Loyal Customer
114795,Female,56,Loyal Customer
49939,Male,56,Loyal Customer
101448,Female,56,Loyal Customer
103794,Male,56,Loyal Customer
105634,Male,56,Loyal Customer
107654,Female,56,Loyal Customer
27743,Female,56,Loyal Customer
20478,Male,56,Loyal Customer
101079,Male,56,Loyal Customer
121793,Male,56,Loyal Customer
92602,Male,56,Loyal Customer
59861,Male,56,Loyal Customer
9663,Female,56,Loyal Customer
70520,Female,56,Loyal Customer
80814,Female,56,Loyal Customer
39542,Female,56,Loyal Customer
88271,Female,56,Loyal Customer
55023,Male,56,Loyal Customer
101365,Female,56,Loyal Customer
68445,Male,56,Loyal Customer
85111,Female,56,Loyal Customer
88240,Female,56,Loyal Customer
12145,Female,56,Loyal Customer
87045,Male,56,Loyal Customer
96971,Male,56,Loyal Customer
122577,Male,56,Loyal Customer
63174,Male,56,Loyal Customer
2453,Male,56,Loyal Customer
62182,Female,56,Loyal Customer
97621,Male,56,Loyal Customer
126805,Female,56,Loyal Customer
123469,Male,56,Loyal Customer
13877,Male,56,Loyal Customer
40263,Male,56,Loyal Customer
128787,Female,56,Loyal Customer
6784,Male,56,Loyal Customer
98572,Male,56,Loyal Customer
123311,Male,56,Loyal Customer
94029,Female,56,Loyal Customer
40063,Female,56,Loyal Customer
125351,Female,56,Loyal Customer
120318,Male,56,Loyal Customer
57102,Female,56,Loyal Customer
80272,Female,56,Loyal Customer
99259,Female,56,Loyal Customer
129587,Female,56,Loyal Customer
59278,Male,56,Loyal Customer
116654,Male,56,Loyal Customer
65264,Female,56,disloyal Customer
67812,Male,56,Loyal Customer
75649,Male,56,Loyal Customer
8543,Male,56,Loyal Customer
8530,Female,56,Loyal Customer
76339,Male,56,Loyal Customer
88089,Female,56,Loyal Customer
94573,Female,56,Loyal Customer
7544,Male,56,Loyal Customer
18988,Male,56,Loyal Customer
99839,Female,56,Loyal Customer
79826,Female,56,Loyal Customer
121286,Female,56,Loyal Customer
31406,Female,56,Loyal Customer
49918,Male,56,Loyal Customer
63815,Female,56,Loyal Customer
105626,Female,56,Loyal Customer
125287,Female,56,Loyal Customer
31414,Male,56,Loyal Customer
44286,Male,56,Loyal Customer
57645,Male,56,Loyal Customer
48712,Female,56,Loyal Customer
78143,Male,56,Loyal Customer
84536,Female,56,Loyal Customer
67330,Female,56,Loyal Customer
6937,Male,56,Loyal Customer
128604,Female,56,Loyal Customer
82091,Male,56,Loyal Customer
114576,Female,56,Loyal Customer
92168,Male,56,Loyal Customer
4573,Male,56,Loyal Customer
70395,Male,56,Loyal Customer
122523,Male,56,Loyal Customer
2062,Male,56,Loyal Customer
129458,Male,56,Loyal Customer
74509,Male,56,Loyal Customer
83802,Male,56,Loyal Customer
73784,Male,56,Loyal Customer
54386,Male,56,Loyal Customer
96793,Female,56,Loyal Customer
16236,Female,56,Loyal Customer
60370,Female,56,Loyal Customer
77748,Male,56,Loyal Customer
91909,Female,56,Loyal Customer
111303,Female,56,Loyal Customer
68189,Female,56,Loyal Customer
107473,Female,56,Loyal Customer
111370,Male,56,Loyal Customer
118307,Male,56,Loyal Customer
121133,Male,56,Loyal Customer
26419,Female,56,Loyal Customer
114426,Female,56,Loyal Customer
51508,Female,56,Loyal Customer
54294,Male,56,Loyal Customer
64,Male,56,Loyal Customer
80350,Male,56,Loyal Customer
94486,Female,56,Loyal Customer
67519,Female,56,Loyal Customer
110738,Female,56,Loyal Customer
79229,Male,56,Loyal Customer
72240,Male,56,Loyal Customer
26353,Female,56,Loyal Customer
78640,Female,56,Loyal Customer
70827,Male,56,Loyal Customer
111537,Female,56,Loyal Customer
57413,Male,56,Loyal Customer
127300,Female,56,Loyal Customer
73080,Male,56,Loyal Customer
39804,Female,56,Loyal Customer
44971,Female,56,Loyal Customer
938,Female,56,Loyal Customer
117801,Male,56,Loyal Customer
90370,Male,56,Loyal Customer
56313,Male,56,Loyal Customer
90626,Female,56,Loyal Customer
2531,Female,56,Loyal Customer
56,Female,56,Loyal Customer
4449,Male,56,Loyal Customer
129114,Female,56,Loyal Customer
54452,Male,56,Loyal Customer
87273,Male,56,Loyal Customer
80290,Male,56,Loyal Customer
41497,Male,56,Loyal Customer
92885,Male,56,Loyal Customer
43189,Female,56,Loyal Customer
58487,Male,56,Loyal Customer
107669,Female,56,Loyal Customer
30862,Female,56,Loyal Customer
3833,Male,56,Loyal Customer
18887,Male,56,Loyal Customer
59791,Male,56,Loyal Customer
101423,Female,56,Loyal Customer
87734,Female,56,Loyal Customer
5065,Male,56,disloyal Customer
83939,Female,56,Loyal Customer
127712,Male,56,Loyal Customer
8555,Male,56,Loyal Customer
29563,Male,56,Loyal Customer
105625,Male,56,Loyal Customer
106099,Male,56,Loyal Customer
119087,Female,56,Loyal Customer
1351,Female,56,Loyal Customer
11572,Male,56,Loyal Customer
82755,Female,56,Loyal Customer
107322,Female,56,Loyal Customer
98216,Male,56,Loyal Customer
125264,Male,56,Loyal Customer
66677,Male,56,Loyal Customer
56581,Male,56,Loyal Customer
4466,Male,56,Loyal Customer
94675,Male,56,Loyal Customer
59753,Male,56,Loyal Customer
75288,Male,56,Loyal Customer
64993,Male,56,Loyal Customer
32254,Female,56,Loyal Customer
79849,Male,56,Loyal Customer
57029,Female,56,Loyal Customer
26311,Male,56,Loyal Customer
95480,Female,56,Loyal Customer
56541,Female,56,Loyal Customer
82052,Female,56,Loyal Customer
100326,Male,56,Loyal Customer
92203,Female,56,Loyal Customer
64482,Male,56,Loyal Customer
77759,Female,56,Loyal Customer
62117,Female,56,Loyal Customer
96796,Female,56,Loyal Customer
102919,Male,56,Loyal Customer
92432,Male,56,Loyal Customer
75021,Male,56,Loyal Customer
34687,Female,56,Loyal Customer
89872,Female,56,Loyal Customer
60321,Male,56,Loyal Customer
69976,Male,56,Loyal Customer
88411,Male,56,Loyal Customer
129705,Male,56,Loyal Customer
88481,Male,56,Loyal Customer
26627,Female,56,Loyal Customer
63161,Female,56,Loyal Customer
61884,Male,56,Loyal Customer
96988,Female,56,Loyal Customer
83930,Female,56,Loyal Customer
47796,Female,56,Loyal Customer
78479,Female,56,Loyal Customer
59716,Male,56,Loyal Customer
305,Male,56,Loyal Customer
